step,time_h,TS,TR,TB,TG,SH,LH,G,RN,TC,UST,ALB,LW
301,  5.01666666666666661E+000,  2.85583124320398042E+002,  2.84817212822964791E+002,  2.86472869400775778E+002,  2.85122759038772074E+002, -2.81898036351907955E+000,  0.00000000000000000E+000, -1.80523047873776976E+000, -1.01427750448662501E+000,  2.85910969647058721E+002,  2.40023717986491886E-001,  1.47761677707283268E-001,  3.75221383600296349E+002
302,  5.03333333333333321E+000,  2.85616285452842646E+002,  2.84904669538422411E+002,  2.86522946326474312E+002,  2.85162627525530695E+002, -2.57882775166155431E+000,  0.00000000000000000E+000, -3.52061149283643671E+000,  9.41301067620774035E-001,  2.85946909423587442E+002,  2.42238386551441504E-001,  1.47833936763182794E-001,  3.75545868989187056E+002
303,  5.04999999999999982E+000,  2.85651818320852044E+002,  2.84991598447283877E+002,  2.86573625418987945E+002,  2.85202940434461823E+002, -2.31127265501858048E+000,  0.00000000000000000E+000, -5.21080640754227531E+000,  2.89910115369771315E+000,  2.85983225228432843E+002,  2.44320144611018863E-001,  1.47900567427093427E-001,  3.75870712928655848E+002
304,  5.06666666666666643E+000,  2.85689447818828398E+002,  2.85078149664440787E+002,  2.86624899656506386E+002,  2.85243695041104445E+002, -2.01962813586242484E+000,  0.00000000000000000E+000, -6.87874275573936966E+000,  4.85873660428571874E+000,  2.86019914832836037E+002,  2.46286241067774248E-001,  1.47962192581514163E-001,  3.76196258109909309E+002
305,  5.08333333333333304E+000,  2.85728962061962648E+002,  2.85164430526114870E+002,  2.86676762721057912E+002,  2.85284889359405270E+002, -1.70644517055199896E+000,  0.00000000000000000E+000, -8.52668439686008739E+000,  6.81991982500006966E+000,  2.86056978317421454E+002,  2.48145710109991119E-001,  1.48019346491633563E-001,  3.76522748620787013E+002
306,  5.09999999999999964E+000,  2.85770195398458384E+002,  2.85250514937934838E+002,  2.86729209990787922E+002,  2.85326523448475939E+002, -1.37371742023742804E+000,  0.00000000000000000E+000, -1.01564115582804639E+001,  8.78243700888866741E+000,  2.86094422185931421E+002,  2.49890071249880108E-001,  1.48072490023148734E-001,  3.76850354714230662E+002
307,  5.11666666666666625E+000,  2.85812989349254622E+002,  2.85336453946886138E+002,  2.86782246763718547E+002,  2.85368610245404682E+002, -1.02335206350585928E+000,  0.00000000000000000E+000, -1.17696422530852960E+001,  1.07460986331273727E+001,  2.86132293570403760E+002,  2.51416818556789712E-001,  1.48122022828273137E-001,  3.77179222312418403E+002
308,  5.13333333333333375E+000,  2.85857579638079699E+002,  2.85422283744041124E+002,  2.86835751036084901E+002,  2.85410994303607254E+002, -6.52504536170027238E-001,  0.00000000000000000E+000, -1.33637595052429710E+001,  1.27111328232619787E+001,  2.86170106618084844E+002,  2.53714747159560827E-001,  1.48168293181981936E-001,  3.77509079643352720E+002
309,  5.15000000000000036E+000,  2.85903574156024263E+002,  2.85508030867009893E+002,  2.86889819855042276E+002,  2.85453811180279786E+002, -2.65898146365401933E-001,  0.00000000000000000E+000, -1.49430784942700328E+001,  1.46771305575620357E+001,  2.86208300000900181E+002,  2.55792853611807980E-001,  1.48211605980640787E-001,  3.77840292037337463E+002
310,  5.16666666666666696E+000,  2.85950934083697121E+002,  2.85593715414609790E+002,  2.86944435552734603E+002,  2.85497042932591341E+002,  1.36002371856659726E-001,  0.00000000000000000E+000, -1.65080169933235226E+001,  1.66440447932288542E+001,  2.86246823032463908E+002,  2.57768855626527904E-001,  1.48252229291446075E-001,  3.78172862801601866E+002
311,  5.18333333333333357E+000,  2.85999600478394257E+002,  2.85679353065500777E+002,  2.86999590135687413E+002,  2.85540684445250349E+002,  5.52489740201708157E-001,  0.00000000000000000E+000, -1.80592166306090789E+001,  1.86118097473693531E+001,  2.86285665999163314E+002,  2.59667987012324353E-001,  1.48290399750021534E-001,  3.78506813940159191E+002
312,  5.20000000000000018E+000,  2.86049517985160605E+002,  2.85764956428745847E+002,  2.87055276675366088E+002,  2.85584731891367824E+002,  9.82899949211178736E-001,  0.00000000000000000E+000, -1.95972798885198962E+001,  2.05803637685963281E+001,  2.86324823305551718E+002,  2.61501089878133419E-001,  1.48326327035780720E-001,  3.78842163283040122E+002
313,  5.21666666666666679E+000,  2.86100635306355116E+002,  2.85850536042069166E+002,  2.87111488640761763E+002,  2.85629181838373256E+002,  1.42661791833807250E+000,  0.00000000000000000E+000, -2.11227641032340614E+001,  2.25496489974051606E+001,  2.86364290610948672E+002,  2.63273904782962587E-001,  1.48360197603793875E-001,  3.79178924826750176E+002
314,  5.23333333333333339E+000,  2.86152904412428541E+002,  2.85936101224750928E+002,  2.87168219726814527E+002,  2.85674031020981488E+002,  1.88306798259942054E+000,  0.00000000000000000E+000, -2.26361894726378061E+001,  2.45196098589568905E+001,  2.86404064100950848E+002,  2.64989220035061257E-001,  1.48392177813387011E-001,  3.79517110242322076E+002
315,  5.25000000000000000E+000,  2.86206279390971417E+002,  2.86021660983995787E+002,  2.87225463791746165E+002,  2.85719276261002051E+002,  2.35170001893852954E+000,  0.00000000000000000E+000, -2.41380509553639691E+001,  2.64901910858623602E+001,  2.86444140229780032E+002,  2.66647279262300307E-001,  1.48422416564257253E-001,  3.79856730853366685E+002
316,  5.26666666666666661E+000,  2.86260714704648308E+002,  2.86107225322706483E+002,  2.87283214828389816E+002,  2.85764914433006254E+002,  2.83196844730129227E+000,  0.00000000000000000E+000, -2.56288362169200177E+001,  2.84613346614650133E+001,  2.86484515609922312E+002,  2.68245035168073909E-001,  1.48451047528238816E-001,  3.80197800693627755E+002
317,  5.28333333333333321E+000,  2.86316161578797903E+002,  2.86192807981840417E+002,  2.87341466948697644E+002,  2.85810942447713785E+002,  3.32328868670487720E+000,  0.00000000000000000E+000, -2.71090626178180791E+001,  3.04329732558825299E+001,  2.86525186958766596E+002,  2.69773106882527869E-001,  1.48478191047274249E-001,  3.80540343071777272E+002
318,  5.29999999999999982E+000,  2.86372555740519374E+002,  2.86278435839967301E+002,  2.87400214374131281E+002,  2.85857357243216995E+002,  3.82488936211907538E+000,  0.00000000000000000E+000, -2.85794023912366626E+001,  3.24050075828943847E+001,  2.86566151070480601E+002,  2.71202592612849125E-001,  1.48503955754419770E-001,  3.80884413215365726E+002
319,  5.31666666666666643E+000,  2.86429923182076834E+002,  2.86364068533479951E+002,  2.87459451428963462E+002,  2.85904155780013639E+002,  4.33708717648343089E+000,  0.00000000000000000E+000, -3.00396010778936855E+001,  3.43774999454298182E+001,  2.86607404800162385E+002,  2.72583215640638532E-001,  1.48528439963917541E-001,  3.81229904726173515E+002
320,  5.33333333333333304E+000,  2.86488937136645518E+002,  2.86449171881212692E+002,  2.87519172535152734E+002,  2.85951335038029526E+002,  4.86800069628242671E+000,  0.00000000000000000E+000, -3.14827919551916615E+001,  3.63517037068318203E+001,  2.86648945054402191E+002,  2.74500493206252250E-001,  1.48551732867827885E-001,  3.81575520109785771E+002
321,  5.34999999999999964E+000,  2.86548762562467232E+002,  2.86534348529209296E+002,  2.87579372208128348E+002,  2.85998892014735191E+002,  5.40756776349353174E+000,  0.00000000000000000E+000, -3.29175528257839005E+001,  3.83261326285151540E+001,  2.86690768785368789E+002,  2.76177930109249459E-001,  1.48573915569914672E-001,  3.81922701438775221E+002
322,  5.36666666666666625E+000,  2.86609390570407015E+002,  2.86619588583673249E+002,  2.87640045053142046E+002,  2.86046823723892260E+002,  5.95568468528827477E+000,  0.00000000000000000E+000, -3.43439756485422691E+001,  4.03007749571185627E+001,  2.86732872986921564E+002,  2.77721627234153445E-001,  1.48595061982033871E-001,  3.82271416266390588E+002
323,  5.38333333333333375E+000,  2.86670783509405226E+002,  2.86704904447144258E+002,  2.87701185761996271E+002,  2.86095127194674433E+002,  6.51190109400791162E+000,  0.00000000000000000E+000, -3.57624451315605896E+001,  4.22755649487879310E+001,  2.86775254691920225E+002,  2.79170189114765155E-001,  1.48615239603898219E-001,  3.82621686103114882E+002
324,  5.40000000000000036E+000,  2.86732906902302375E+002,  2.86790307042421830E+002,  2.87762789110038284E+002,  2.86143799471017815E+002,  7.07580490152636177E+000,  0.00000000000000000E+000, -3.71733110145185535E+001,  4.42504401779494430E+001,  2.86817910970268656E+002,  2.80544414646915097E-001,  1.48634510203541098E-001,  3.82973529108733942E+002
325,  5.41666666666666696E+000,  2.86795730744381956E+002,  2.86875804738778982E+002,  2.87824849953353976E+002,  2.86192837611115579E+002,  7.64703795182160828E+000,  0.00000000000000000E+000, -3.85768750352850134E+001,  4.62253441594215388E+001,  2.86860838927411521E+002,  2.81857762299430381E-001,  1.48652930412929901E-001,  3.83326957471068226E+002
326,  5.43333333333333357E+000,  2.86859228883496939E+002,  2.86961403716152461E+002,  2.87887363226120158E+002,  2.86242238687004203E+002,  8.22528854895181816E+000,  0.00000000000000000E+000, -3.99733975526931431E+001,  4.82002254977538840E+001,  2.86904035703121394E+002,  2.83119745416662794E-001,  1.48670552250818405E-001,  3.83681978257476430E+002
327,  5.45000000000000018E+000,  2.86923378291266658E+002,  2.87047108427087096E+002,  2.87950323938088331E+002,  2.86291999784211157E+002,  8.81028267199664583E+000,  0.00000000000000000E+000, -4.13631052404691886E+001,  5.01750367944696407E+001,  2.86947498470470521E+002,  2.84337461748137676E-001,  1.48687423583002937E-001,  3.84038594508457493E+002
328,  5.46666666666666679E+000,  2.86988158461548153E+002,  2.87132921978320724E+002,  2.88013727172181916E+002,  2.86342118001442259E+002,  9.40177672416154309E+000,  0.00000000000000000E+000, -4.27461974358033103E+001,  5.21497337443765119E+001,  2.86991224434926153E+002,  2.85516408380587561E-001,  1.48703588528554254E-001,  3.84396806142183948E+002
329,  5.48333333333333339E+000,  2.87053550942372908E+002,  2.87218846424411424E+002,  2.88077568082194091E+002,  2.86392590450297803E+002,  9.99955189067732064E+000,  0.00000000000000000E+000, -4.41228510875910303E+001,  5.41242744406425231E+001,  2.87035210833525753E+002,  2.86660962878400705E-001,  1.48719087819280643E-001,  3.84756610650270886E+002
330,  5.50000000000000000E+000,  2.87119259700308987E+002,  2.87304882990936335E+002,  2.88145501343544311E+002,  2.86435242278992973E+002,  1.06000434107483539E+001,  0.00000000000000000E+000, -4.55060315725216711E+001,  5.61080588319794131E+001,  2.87078850272694297E+002,  2.87774688019111546E-001,  1.48705496476694565E-001,  3.85112616599211321E+002
331,  5.51666666666666661E+000,  2.87185532818610511E+002,  2.87391032244842108E+002,  2.88214103663558774E+002,  2.86477861732266092E+002,  1.12062453269806692E+001,  0.00000000000000000E+000, -4.68835942283443146E+001,  5.80919368588956573E+001,  2.87122762733308662E+002,  2.88852183241595839E-001,  1.48691218290304544E-001,  3.85470046648634082E+002
332,  5.53333333333333321E+000,  2.87252382168047006E+002,  2.87477294225652770E+002,  2.88283205678840659E+002,  2.86520798748425079E+002,  1.18183043974908308E+001,  0.00000000000000000E+000, -4.82549525973037419E+001,  6.00754688496684466E+001,  2.87166952802601486E+002,  2.89904598494090726E-001,  1.48677500870580237E-001,  3.85829117149918545E+002
333,  5.54999999999999982E+000,  2.87319794519635877E+002,  2.87563668547591249E+002,  2.88352800275140908E+002,  2.86564050873291251E+002,  1.24360648487101511E+001,  0.00000000000000000E+000, -4.96202287550333025E+001,  6.20586210769795770E+001,  2.87211416520762327E+002,  2.90934316360372036E-001,  1.48664314177897633E-001,  3.86189817230608014E+002
334,  5.56666666666666643E+000,  2.87387757284255713E+002,  2.87650154479896344E+002,  2.88422880555720781E+002,  2.86607615781286313E+002,  1.30593786406122305E+001,  0.00000000000000000E+000, -5.09795374187361858E+001,  6.40413601902951370E+001,  2.87256150342960325E+002,  2.91943108797515116E-001,  1.48651630277330110E-001,  3.86552135617667091E+002
335,  5.58333333333333304E+000,  2.87456258646235653E+002,  2.87736751010612409E+002,  2.88493439753118992E+002,  2.86651491162975674E+002,  1.36881070769339086E+001,  0.00000000000000000E+000, -5.23329844486161377E+001,  6.60236533275994617E+001,  2.87301150780318551E+002,  2.92932512790345545E-001,  1.48639423157567951E-001,  3.86916060526597107E+002
336,  5.59999999999999964E+000,  2.87525287461020810E+002,  2.87823456897714493E+002,  2.88564471226980629E+002,  2.86695674727509186E+002,  1.43221195715583338E+001,  0.00000000000000000E+000, -5.36806679603853283E+001,  6.80054679940435847E+001,  2.87346414407770453E+002,  2.93903872028875357E-001,  1.48627668568216714E-001,  3.87281579783637369E+002
337,  5.61666666666666625E+000,  2.87594833176245800E+002,  2.87910270710421457E+002,  2.88635968459595176E+002,  2.86740164201788446E+002,  1.49612926970669893E+001,  0.00000000000000000E+000, -5.50226791861832538E+001,  6.99867719712539724E+001,  2.87391937861453130E+002,  2.94858369898914119E-001,  1.48616343873334944E-001,  3.87648680917307217E+002
338,  5.63333333333333375E+000,  2.87664885765310828E+002,  2.87997190862829882E+002,  2.88707925051686573E+002,  2.86784957329769782E+002,  1.56055093839903591E+001,  0.00000000000000000E+000, -5.63591032025780478E+001,  7.19675332444147386E+001,  2.87437717836527781E+002,  2.95797055455704061E-001,  1.48605427919347971E-001,  3.88017351232174178E+002
339,  5.65000000000000036E+000,  2.87735435671183836E+002,  2.88084215641480341E+002,  2.88780334718368010E+002,  2.86830051871796343E+002,  1.62546582433312103E+001,  0.00000000000000000E+000, -5.76900195494356538E+001,  7.39477199435465025E+001,  2.87483751085084634E+002,  2.96720864177227039E-001,  1.48594900915724970E-001,  3.88387577868426831E+002
340,  5.66666666666666696E+000,  2.87806473758485083E+002,  2.88171343228086982E+002,  2.88853191285257651E+002,  2.86875445603961168E+002,  1.69086329889163203E+001,  0.00000000000000000E+000, -5.90155027602191069E+001,  7.59273002960497791E+001,  2.87530034414136651E+002,  2.97630634733205335E-001,  1.48584744326994728E-001,  3.88759347850182905E+002
341,  5.68333333333333357E+000,  2.87877991272343934E+002,  2.88258571718380722E+002,  2.88926488684746573E+002,  2.86921136317498167E+002,  1.75673319413850635E+001,  0.00000000000000000E+000, -6.03356228196598394E+001,  7.79062425882649734E+001,  2.87576564683699530E+002,  2.98527122672935130E-001,  1.48574940774868547E-001,  3.89132648124781213E+002
342,  5.70000000000000018E+000,  2.87949979802839948E+002,  2.88345899137804963E+002,  2.89000220952414452E+002,  2.86967121818201008E+002,  1.82306575994892022E+001,  0.00000000000000000E+000, -6.16504455613620621E+001,  7.98845151342978994E+001,  2.87623338804951231E+002,  2.99411011701206764E-001,  1.48565473949383187E-001,  3.89507465594807798E+002
343,  5.71666666666666679E+000,  2.88022431254084097E+002,  2.88433323454646995E+002,  2.89074382223584735E+002,  2.87013399925868043E+002,  1.88985162673220017E+001,  0.00000000000000000E+000, -6.29600330153558545E+001,  8.18620862507389973E+001,  2.87670353738468634E+002,  3.00282923045198658E-001,  1.48556328528105214E-001,  3.89883787144230325E+002
344,  5.73333333333333339E+000,  2.88095337817182781E+002,  2.88520842591063683E+002,  2.89148966730014479E+002,  2.87059968473771335E+002,  1.95708177283531093E+001,  0.00000000000000000E+000, -6.42644437136557087E+001,  8.38389242361850791E+001,  2.87717606492536675E+002,  3.01143423295283763E-001,  1.48547490102558355E-001,  3.90261599659728859E+002
345,  5.75000000000000000E+000,  2.88168691946473245E+002,  2.88608454432371445E+002,  2.89223968796712541E+002,  2.87106825308149780E+002,  2.02474749588978540E+001,  0.00000000000000000E+000, -6.55637329602984522E+001,  8.58149973547016600E+001,  2.87765094121527056E+002,  3.01993031014557045E-001,  1.48538945111135079E-001,  3.90640890048086362E+002
346,  5.76666666666666661E+000,  2.88242486338533183E+002,  2.88696156834895248E+002,  2.89299382838880888E+002,  2.87153968287724012E+002,  2.09284038750228127E+001,  0.00000000000000000E+000, -6.68579530711915879E+001,  8.77902738225260322E+001,  2.87812813724342561E+002,  3.02832222346649138E-001,  1.48530680777826302E-001,  3.91021645250339589E+002
347,  5.78333333333333321E+000,  2.88316713913554736E+002,  2.88783947632616275E+002,  2.89375203358973977E+002,  2.87201395283233012E+002,  2.16135231079512025E+001,  0.00000000000000000E+000, -6.81471535881362627E+001,  8.97647217974537739E+001,  2.87860762442925193E+002,  3.03661435802179580E-001,  1.48522685056200809E-001,  3.91403852253245987E+002
348,  5.79999999999999982E+000,  2.88391367798747126E+002,  2.88871824642814147E+002,  2.89451424943870848E+002,  2.87249104176991068E+002,  2.23027538039249720E+001,  0.00000000000000000E+000, -6.94313814706104040E+001,  9.17383093704466859E+001,  2.87908937460823893E+002,  3.04481076366947101E-001,  1.48514946578104157E-001,  3.91787498098530136E+002
349,  5.81666666666666643E+000,  2.88466441313487792E+002,  2.88959785670862402E+002,  2.89528042262155566E+002,  2.87297092862463330E+002,  2.29960194451401208E+001,  0.00000000000000000E+000, -7.07106812683298500E+001,  9.37110045590951728E+001,  2.87957336001819158E+002,  3.05291519046265503E-001,  1.48507454606632394E-001,  3.92172569890275327E+002
350,  5.83333333333333304E+000,  2.88541927955986466E+002,  2.89047828514310766E+002,  2.89605050061501004E+002,  2.87345359243861026E+002,  2.36932456889163596E+001,  0.00000000000000000E+000, -7.19850952771075328E+001,  9.56827753026220620E+001,  2.88005955328603534E+002,  3.06093111937615014E-001,  1.48500198992960769E-001,  3.92559054800774049E+002
351,  5.84999999999999964E+000,  2.88617821391267853E+002,  2.89135950966361293E+002,  2.89682443166152552E+002,  2.87393901235752821E+002,  2.43943602227691905E+001,  0.00000000000000000E+000, -7.32546636801207853E+001,  9.76535894581806048E+001,  2.88054792741513609E+002,  3.06886178906512486E-001,  1.48493170136667352E-001,  3.92946940075084513E+002
352,  5.86666666666666625E+000,  2.88694115440304415E+002,  2.89224150818830651E+002,  2.89760216474506592E+002,  2.87442716762694488E+002,  2.50992926333347377E+001,  0.00000000000000000E+000, -7.45194246763730632E+001,  9.96234147982345348E+001,  2.88103845577312143E+002,  3.07671021926691324E-001,  1.48486358949229069E-001,  3.93336213034506045E+002
353,  5.88333333333333375E+000,  2.88770804070160466E+002,  2.89312425864673969E+002,  2.89838364956780310E+002,  2.87491803758873516E+002,  2.58079742874888254E+001,  0.00000000000000000E+000, -7.57794145978949842E+001,  1.01592219008845575E+002,  2.88153111208018345E+002,  3.08447923134912871E-001,  1.48479756820391356E-001,  3.93726861079145692E+002
354,  5.90000000000000036E+000,  2.88847881385025119E+002,  2.89400773900133288E+002,  2.89916883652769286E+002,  2.87541160167769192E+002,  2.65203382241850605E+001,  0.00000000000000000E+000, -7.70346680169757718E+001,  1.03559969688722930E+002,  2.88202587039783111E+002,  3.09217146642014828E-001,  1.48473355587156935E-001,  3.94118871689724756E+002
355,  5.91666666666666696E+000,  2.88925341618031723E+002,  2.89489192726565307E+002,  2.89995767669688860E+002,  2.87590783941827965E+002,  2.72363190557641204E+001,  0.00000000000000000E+000, -7.82852178445571951E+001,  1.05526634348913262E+002,  2.88252270511809513E+002,  3.09978940134732817E-001,  1.48467147505156605E-001,  3.94512232428742664E+002
356,  5.93333333333333357E+000,  2.89003179123777045E+002,  2.89577680151992695E+002,  2.90075012180095825E+002,  2.87640673042152230E+002,  2.79558528777012114E+001,  0.00000000000000000E+000, -7.95310954207381542E+001,  1.07492180413029331E+002,  2.88302159095312845E+002,  3.10733536297311985E-001,  1.48461125222189183E-001,  3.94906930941105259E+002
357,  5.95000000000000018E+000,  2.89081388371459354E+002,  2.89666233992418313E+002,  2.90154612419887712E+002,  2.87690825438202182E+002,  2.86788771858157610E+001,  0.00000000000000000E+000, -8.07723305982555217E+001,  1.09456575217928304E+002,  2.88352250292522513E+002,  3.11481154077100308E-001,  1.48455281753745671E-001,  3.95302954954300731E+002
358,  5.96666666666666679E+000,  2.89160112490289634E+002,  2.89754852072934227E+002,  2.90232684333178838E+002,  2.87745427081847311E+002,  2.94071214425784575E+001,  0.00000000000000000E+000, -8.20023039015241864E+001,  1.11414929074189544E+002,  2.88402843366669060E+002,  3.12221999814729978E-001,  1.48459098011120949E-001,  3.95703064419961322E+002
359,  5.98333333333333339E+000,  2.89239431330967591E+002,  2.89843532228654112E+002,  2.90308155285473674E+002,  2.87806772459621698E+002,  3.01415523700617491E+001,  0.00000000000000000E+000, -8.32174093986467511E+001,  1.13364602953090738E+002,  2.88454074415065122E+002,  3.12959299596141272E-001,  1.48477312305137749E-001,  3.96108718830927558E+002
360,  6.00000000000000000E+000,  2.89319106603417822E+002,  2.89932272305492688E+002,  2.90383856877166693E+002,  2.87868426113074577E+002,  3.08793018401338948E+001,  0.00000000000000000E+000, -8.44280299982862772E+001,  1.15313111098258389E+002,  2.88505451392493683E+002,  3.13694545554989712E-001,  1.48495103429618802E-001,  3.96515578292831094E+002
361,  6.01666666666666661E+000,  2.89399118487071803E+002,  2.90021070160812542E+002,  2.90459792542131424E+002,  2.87930392308703972E+002,  3.16201351747169923E+001,  0.00000000000000000E+000, -8.56343485207710415E+001,  1.17260401607660569E+002,  2.88556994684380754E+002,  3.14422964539552097E-001,  1.48512486469898591E-001,  3.96923649864899915E+002
362,  6.03333333333333321E+000,  2.89479463196738322E+002,  2.90109923663956295E+002,  2.90535960334657034E+002,  2.87992668163749954E+002,  3.23640110047060645E+001,  0.00000000000000000E+000, -8.68363711393619866E+001,  1.19206439278012994E+002,  2.88608701822477883E+002,  3.15144946122281167E-001,  1.48529475802611610E-001,  3.97332923907719305E+002
363,  6.04999999999999982E+000,  2.89560136155429575E+002,  2.90198830696678954E+002,  2.90612358562854695E+002,  2.88055251177614991E+002,  3.31108784351377281E+001,  0.00000000000000000E+000, -8.80341127057864838E+001,  1.21151188056541486E+002,  2.88660571553401610E+002,  3.15860657904867226E-001,  1.48546085136838230E-001,  3.97743391632323835E+002
364,  6.06666666666666643E+000,  2.89641132897493435E+002,  2.90287789153494543E+002,  2.90688985487033221E+002,  2.88118138826422410E+002,  3.38606879314623015E+001,  0.00000000000000000E+000, -8.92275868049411685E+001,  1.23094611984322412E+002,  2.88712602542688103E+002,  3.16570269766728918E-001,  1.48562327552418549E-001,  3.98155044157709540E+002
365,  6.08333333333333304E+000,  2.89722449016653968E+002,  2.90376796941946509E+002,  2.90765839337759530E+002,  2.88181328585183394E+002,  3.46133906931438062E+001,  0.00000000000000000E+000, -9.04168063280630179E+001,  1.25036675142922874E+002,  2.88764793445481416E+002,  3.17273942439212753E-001,  1.48578215535657476E-001,  3.98567872565048617E+002
366,  6.09999999999999964E+000,  2.89804080165678556E+002,  2.90465851982814229E+002,  2.90842918316632222E+002,  2.88244817926942176E+002,  3.53689386495642140E+001,  0.00000000000000000E+000, -9.16017834774210939E+001,  1.26977341654998384E+002,  2.88817142903648801E+002,  3.17971828740015561E-001,  1.48593761012624698E-001,  3.98981867897944596E+002
367,  6.11666666666666625E+000,  2.89886022053454212E+002,  2.90554952210262002E+002,  2.90920220597911452E+002,  2.88308604323157738E+002,  3.61272844247007754E+001,  0.00000000000000000E+000, -9.27825297995846086E+001,  1.28916575682227347E+002,  2.88869649546852315E+002,  3.18664074071181747E-001,  1.48608975380238345E-001,  3.99397021165351759E+002
368,  6.13333333333333375E+000,  2.89968270442410130E+002,  2.90644095571939658E+002,  2.90997744330020453E+002,  2.88372685244000138E+002,  3.68883813059716914E+001,  0.00000000000000000E+000, -9.39590562149110582E+001,  1.30854341423642495E+002,  2.88922311993355038E+002,  3.19350816909460600E-001,  1.48623869535301628E-001,  3.99813323344097000E+002
369,  6.15000000000000036E+000,  2.90050821146107296E+002,  2.90733280029040031E+002,  2.91075487636976618E+002,  2.88437058158635011E+002,  3.76521832151019424E+001,  0.00000000000000000E+000, -9.51313730452245068E+001,  1.32790603114172455E+002,  2.88975128850794022E+002,  3.20032189254113753E-001,  1.48638453901647816E-001,  4.00230765381191759E+002
370,  6.16666666666666696E+000,  2.90133670026988000E+002,  2.90822503556319987E+002,  2.91153448619753135E+002,  2.88501720535493575E+002,  3.84186446809085140E+001,  0.00000000000000000E+000, -9.62994900397847431E+001,  1.34725325023376911E+002,  2.89028098716912552E+002,  3.20708317038332358E-001,  1.48652738455537031E-001,  4.00649338195950236E+002
371,  6.18333333333333357E+000,  2.90216812994273084E+002,  2.90911764142089282E+002,  2.91231625357574330E+002,  2.88566669842527915E+002,  3.91877208138724029E+001,  0.00000000000000000E+000, -9.74634163996160368E+001,  1.36658471454365980E+002,  2.89081220180251421E+002,  3.21379320507769184E-001,  1.48666732749433261E-001,  4.01069032681922977E+002
372,  6.20000000000000018E+000,  2.90300246001992605E+002,  2.91001059788172029E+002,  2.91310015909148262E+002,  2.88631903547454556E+002,  3.99593672823173165E+001,  0.00000000000000000E+000, -9.86231608004324869E+001,  1.38590006742878757E+002,  2.89134491820805295E+002,  3.22045314569313290E-001,  1.48680445934281175E-001,  4.01489839708671525E+002
373,  6.21666666666666679E+000,  2.90383965047141658E+002,  2.91090388509844388E+002,  2.91388618313840084E+002,  2.88697419117984282E+002,  4.07335402900899126E+001,  0.00000000000000000E+000, -9.97787314141842785E+001,  1.40519895256513649E+002,  2.89187912210642139E+002,  3.22706409112952342E-001,  1.48693886780393830E-001,  4.01911750123390334E+002
374,  6.23333333333333339E+000,  2.90467966167948077E+002,  2.91179748335751810E+002,  2.91467430592788105E+002,  2.88763214022041382E+002,  4.15101965556010839E+001,  0.00000000000000000E+000, -1.00930135929383852E+002,  1.42448101394096398E+002,  2.89241479914491606E+002,  3.23362709309188812E-001,  1.48707063697048086E-001,  4.02334754752392314E+002
375,  6.25000000000000000E+000,  2.90552245442246601E+002,  2.91269137307808819E+002,  2.91546450749966368E+002,  2.88829285727971069E+002,  4.22892932921375362E+001,  0.00000000000000000E+000, -1.02077381570299707E+002,  1.44374589585172316E+002,  2.89295193490300676E+002,  3.24014315884269155E-001,  1.48719984750883105E-001,  4.02758844402468128E+002
376,  6.26666666666666661E+000,  2.90636798985948928E+002,  2.91358553481083902E+002,  2.91625676773195778E+002,  2.88895631704736900E+002,  4.30707881893373852E+001,  0.00000000000000000E+000, -1.03220475115086487E+002,  1.46299324289614816E+002,  2.89349051489760598E+002,  3.24661325375195653E-001,  1.48732657683183916E-001,  4.03184009862130779E+002
377,  6.28333333333333321E+000,  2.90721622951603706E+002,  2.91447994923672127E+002,  2.91705106635106517E+002,  2.88962249422107902E+002,  4.38546393957449325E+001,  0.00000000000000000E+000, -1.04359422912946656E+002,  1.48222269997338884E+002,  2.89403052458805575E+002,  3.25303830366320379E-001,  1.48745089926130364E-001,  4.03610241902753501E+002
378,  6.29999999999999982E+000,  2.90806713527039051E+002,  2.91537459716556441E+002,  2.91784738294054193E+002,  2.89029136350836950E+002,  4.46408055023611681E+001,  0.00000000000000000E+000, -1.05494230900396118E+002,  1.50143391228111057E+002,  2.89457194938085991E+002,  3.25941919709109962E-001,  1.48757288618081740E-001,  4.04037531279611528E+002
379,  6.31666666666666643E+000,  2.90892066934081754E+002,  2.91626945953460506E+002,  2.91864569694991928E+002,  2.89096289962829417E+002,  4.54292455271195621E+001,  0.00000000000000000E+000, -1.06624904616688937E+002,  1.52062652531451818E+002,  2.89511477463415247E+002,  3.26575678726527652E-001,  1.48769260617962362E-001,  4.04465868732831495E+002
380,  6.33333333333333304E+000,  2.90977679427348221E+002,  2.91716451740694311E+002,  2.91944598770300161E+002,  2.89163707731304214E+002,  4.62199189002243287E+001,  0.00000000000000000E+000, -1.07751449218473098E+002,  1.53980018486616245E+002,  2.89565898566194107E+002,  3.27205189403324770E-001,  1.48781012518810568E-001,  4.04895244988262220E+002
381,  6.34999999999999964E+000,  2.91063547293100271E+002,  2.91805975196993415E+002,  2.92024823440577507E+002,  2.89231387130946530E+002,  4.70127854502746132E+001,  0.00000000000000000E+000, -1.08873869493714636E+002,  1.55895453702652958E+002,  2.89620456773812634E+002,  3.27830530563403333E-001,  1.48792550660547834E-001,  4.05325650758266192E+002
