step,time_h,TS,TR,TB,TG,SH,LH,G,RN,TC,UST,ALB,LW
2482,  4.13666666666666671E+001,  3.07926041290101182E+002,  3.05567711285278051E+002,  3.12270425304704247E+002,  3.09236998643169045E+002,  1.45146410961277383E+002,  0.00000000000000000E+000,  4.80867918155978060E+001,  9.70867844012414594E+001,  3.05068416358313243E+002,  3.88299217033838906E-001,  1.48961123635971887E-001,  5.03832532195128863E+002
2483,  4.13833333333333329E+001,  3.07841680661613282E+002,  3.05492748787140101E+002,  3.12208290084963892E+002,  3.09153780499498509E+002,  1.44313342023449110E+002,  0.00000000000000000E+000,  4.91171824445180363E+001,  9.52231689187631218E+001,  3.05022080966933629E+002,  3.87964505895993350E-001,  1.48952445391170002E-001,  5.03372443413665451E+002
2484,  4.13999999999999986E+001,  3.07757130766128057E+002,  3.05417567230379518E+002,  3.12145767105546724E+002,  3.09070478951518794E+002,  1.43479109153733560E+002,  0.00000000000000000E+000,  5.01469538558699881E+001,  9.33590085041238353E+001,  3.04975542836228271E+002,  3.87628125588466377E-001,  1.48943631906921087E-001,  5.02911242121617988E+002
2485,  4.14166666666666643E+001,  3.07672394212085010E+002,  3.05342167467548791E+002,  3.12082860966008298E+002,  3.08987094345286721E+002,  1.42643740273431490E+002,  0.00000000000000000E+000,  5.11761035050026152E+001,  9.14943336285015363E+001,  3.04928803642352079E+002,  3.87290072773569416E-001,  1.48934679747449228E-001,  5.02448942119341552E+002
2486,  4.14333333333333300E+001,  3.07587473586306317E+002,  3.05266550351776630E+002,  3.12019576168068966E+002,  3.08903627027768493E+002,  1.41807263022056361E+002,  0.00000000000000000E+000,  5.22046283491551577E+001,  8.96291749793435457E+001,  3.04881865029378446E+002,  3.86950343826710064E-001,  1.48925585359786949E-001,  5.01985557021638215E+002
2487,  4.14500000000000028E+001,  3.07502371455044852E+002,  3.05190716736697482E+002,  3.11955917119224068E+002,  3.08820077347263066E+002,  1.40969704770042000E+002,  0.00000000000000000E+000,  5.32325248678988743E+001,  8.77635634526359922E+001,  3.04834728610603065E+002,  3.86608934838316098E-001,  1.48916345068730055E-001,  5.01521100264635379E+002
2488,  4.14666666666666686E+001,  3.07417090364992191E+002,  3.05114667476380134E+002,  3.11891888136208138E+002,  3.08736445653803628E+002,  1.40131092630955635E+002,  0.00000000000000000E+000,  5.42597890827574219E+001,  8.58975301454952529E+001,  3.04787395969792840E+002,  3.86265841615422600E-001,  1.48906955071527652E-001,  5.01055585112361427E+002
2489,  4.14833333333333343E+001,  3.07331632844247451E+002,  3.05038403425253875E+002,  3.11827493448319387E+002,  3.08652732299537661E+002,  1.39291453473244701E+002,  0.00000000000000000E+000,  5.52864165760971105E+001,  8.40311063490322567E+001,  3.04739868662383344E+002,  3.85921059682931278E-001,  1.48897411432294513E-001,  5.00589024663025725E+002
2490,  4.15000000000000000E+001,  3.07246001403247760E+002,  3.04961925438033063E+002,  3.11762737200610786E+002,  3.08568937639086926E+002,  1.38450813931525062E+002,  0.00000000000000000E+000,  5.63124025092551861E+001,  8.21643235415104840E+001,  3.04692148216628482E+002,  3.85574584284553434E-001,  1.48887710076125140E-001,  5.00121431855021910E+002
2491,  4.15166666666666657E+001,  3.07160198535665131E+002,  3.04885234369640159E+002,  3.11697623456953465E+002,  3.08485062029888013E+002,  1.37609200417458084E+002,  0.00000000000000000E+000,  5.73377416400017950E+001,  8.02972133817638394E+001,  3.04644236134700861E+002,  3.85226410383431861E-001,  1.48877846782895923E-001,  4.99652819472662998E+002
2492,  4.15333333333333314E+001,  3.07074226719267983E+002,  3.04808331075126432E+002,  3.11632156202978138E+002,  3.08401105832514133E+002,  1.36766639130203913E+002,  0.00000000000000000E+000,  5.83624283393202106E+001,  7.84298077028732337E+001,  3.04596133893749027E+002,  3.84876532662447202E-001,  1.48867817180728668E-001,  4.99183200151658411E+002
2493,  4.15499999999999972E+001,  3.06988088416750998E+002,  3.04731216409590616E+002,  3.11566339348899476E+002,  3.08317069410980025E+002,  1.35923156066497739E+002,  0.00000000000000000E+000,  5.93864566075612643E+001,  7.65621385060871376E+001,  3.04547842946910578E+002,  3.84524945524222672E-001,  1.48857616739103582E-001,  4.98712586384346594E+002
2494,  4.15666666666666700E+001,  3.06901786076534734E+002,  3.04653891228096199E+002,  3.11500176732228169E+002,  3.08232953133029071E+002,  1.35078777030355496E+002,  0.00000000000000000E+000,  6.04098200900006432E+001,  7.46942379549780213E+001,  3.04499364724284021E+002,  3.84171643090808590E-001,  1.48847240761584954E-001,  4.98240990524691654E+002
2495,  4.15833333333333357E+001,  3.06815322133535233E+002,  3.04576356385585655E+002,  3.11433672120376968E+002,  3.08148757370405633E+002,  1.34233527642424491E+002,  0.00000000000000000E+000,  6.14325120918005823E+001,  7.28261383698242923E+001,  3.04450700633861857E+002,  3.83816619203067644E-001,  1.48836684378153783E-001,  4.97768424793056170E+002
2496,  4.16000000000000014E+001,  3.06728699009906393E+002,  3.04498612736793064E+002,  3.11366829213163157E+002,  3.08064482499110852E+002,  1.33387433348998201E+002,  0.00000000000000000E+000,  6.24545255924379532E+001,  7.09578722222042302E+001,  3.04401852062425178E+002,  3.83459867419753631E-001,  1.48825942537101519E-001,  4.97294901280754630E+002
2497,  4.16166666666666671E+001,  3.06641919115755400E+002,  3.04420661136154422E+002,  3.11299651645213373E+002,  3.07980128899644683E+002,  1.32540519430715932E+002,  0.00000000000000000E+000,  6.34758532596022533E+001,  6.90894721298023313E+001,  3.04352820376402406E+002,  3.83101381016279274E-001,  1.48815009996471570E-001,  4.96820431954402011E+002
2498,  4.16333333333333329E+001,  3.06554984849833147E+002,  3.04342502437715154E+002,  3.11232142988274575E+002,  3.07895696957233952E+002,  1.31692811010954870E+002,  0.00000000000000000E+000,  6.44964874625779174E+001,  6.72209708514097031E+001,  3.04303606922693689E+002,  3.82741152983189892E-001,  1.48803881315009406E-001,  4.96345028660063804E+002
2499,  4.16499999999999986E+001,  3.06467898600200897E+002,  3.04264137495035925E+002,  3.11164306753434744E+002,  3.07811187062046770E+002,  1.30844333063940667E+002,  0.00000000000000000E+000,  6.55164202851771904E+001,  6.53524012821174267E+001,  3.04254213029461596E+002,  3.82379176024318923E-001,  1.48792550842591298E-001,  4.95868703127213166E+002
2500,  4.16666666666666643E+001,  3.06380662744874087E+002,  3.04185567161095150E+002,  3.11096146393257641E+002,  3.07726599609394441E+002,  1.29995110422574783E+002,  0.00000000000000000E+000,  6.65356435381802669E+001,  6.34837964486907254E+001,  3.04204640006890600E+002,  3.82015442554642481E-001,  1.48781012710097887E-001,  4.95391466972507715E+002
2501,  4.16833333333333300E+001,  3.06293279652443914E+002,  3.04106792288189297E+002,  3.11027665303834851E+002,  3.07641934999921716E+002,  1.29145167786007363E+002,  0.00000000000000000E+000,  6.75541487713708761E+001,  6.16151895051199716E+001,  3.04154889147916037E+002,  3.81649944697823984E-001,  1.48769260818691212E-001,  4.94913331703388110E+002
2502,  4.17000000000000028E+001,  3.06205751682679249E+002,  3.04027813727830448E+002,  3.10958866826758992E+002,  3.07557193639784657E+002,  1.28294529726959212E+002,  0.00000000000000000E+000,  6.85719272851396511E+001,  5.97466137283369818E+001,  3.04104961728923627E+002,  3.81282674283442202E-001,  1.48757288828455958E-001,  4.94434308721510376E+002
2503,  4.17166666666666686E+001,  3.06118081187108430E+002,  3.03948632330640862E+002,  3.10889754251020918E+002,  3.07472375940818665E+002,  1.27443220698813064E+002,  0.00000000000000000E+000,  6.95889701416867439E+001,  5.78781025140988561E+001,  3.04054859010422263E+002,  3.80913622843910116E-001,  1.48745090146359643E-001,  4.93954409326015707E+002
2504,  4.17333333333333343E+001,  3.06030270509583033E+002,  3.03869248946244738E+002,  3.10820330814834222E+002,  3.07387482320694573E+002,  1.26591265042481723E+002,  0.00000000000000000E+000,  7.06052681758671525E+001,  5.60096893730187588E+001,  3.04004582237687998E+002,  3.80542781611070413E-001,  1.48732657913484195E-001,  4.93473644716642411E+002
2505,  4.17500000000000000E+001,  3.05942321986823629E+002,  3.03789664423156864E+002,  3.10750599707390620E+002,  3.07302513203065871E+002,  1.25738686993062757E+002,  0.00000000000000000E+000,  7.16208120056566031E+001,  5.41414079267551642E+001,  3.03954132641384774E+002,  3.80170141512462645E-001,  1.48719984991477594E-001,  4.92992025996691495E+002
2506,  4.17666666666666657E+001,  3.05854237948949560E+002,  3.03709879608668189E+002,  3.10680564070548371E+002,  3.07217469017706264E+002,  1.24885510686293927E+002,  0.00000000000000000E+000,  7.26355920422832355E+001,  5.22732919043341155E+001,  3.03903511438159342E+002,  3.79795693167269077E-001,  1.48707063948166379E-001,  4.92509564175846947E+002
2507,  4.17833333333333314E+001,  3.05766020719992639E+002,  3.03629895348728041E+002,  3.10610227000456405E+002,  3.07132350200637347E+002,  1.24031760164829237E+002,  0.00000000000000000E+000,  7.36495985000334770E+001,  5.04053751386234552E+001,  3.03852719831212426E+002,  3.79419426881920097E-001,  1.48693887042272682E-001,  4.92026270172856584E+002
2508,  4.17999999999999972E+001,  3.05677672618396400E+002,  3.03549712487822887E+002,  3.10539591549118143E+002,  3.07047157194248314E+002,  1.23177459384323058E+002,  0.00000000000000000E+000,  7.46628214057461150E+001,  4.85376915629232286E+001,  3.03801759010848684E+002,  3.79041332645353168E-001,  1.48680446207164585E-001,  4.91542154818082395E+002
2509,  4.18166666666666700E+001,  3.05589195957501147E+002,  3.03469331868851782E+002,  3.10468660725895404E+002,  3.06961890447407200E+002,  1.22322632219360528E+002,  0.00000000000000000E+000,  7.56752506080084970E+001,  4.66702752076991629E+001,  3.03750630155004046E+002,  3.78661400123928960E-001,  1.48666733033573473E-001,  4.91057228855920698E+002
2510,  4.18333333333333357E+001,  3.05500593046016377E+002,  3.03388754332997735E+002,  3.10397437498956549E+002,  3.06876550415563884E+002,  1.21467302469225373E+002,  0.00000000000000000E+000,  7.66868757860748929E+001,  4.48031601974328240E+001,  3.03699334429751787E+002,  3.78279618655987193E-001,  1.48652738751194585E-001,  4.90571502947098111E+002
2511,  4.18500000000000014E+001,  3.05411866188480360E+002,  3.03307980719595548E+002,  3.10325924796670677E+002,  3.06791137560845812E+002,  1.20611493863516031E+002,  0.00000000000000000E+000,  7.76976864585238332E+001,  4.29363807475874637E+001,  3.03647872989790699E+002,  3.77895977246025139E-001,  1.48638454209091442E-001,  4.90084987670850182E+002
2512,  4.18666666666666671E+001,  3.05323017685708862E+002,  3.03227011865995735E+002,  3.10254125508949528E+002,  3.06705652352146558E+002,  1.19755230067629199E+002,  0.00000000000000000E+000,  7.87076719916518073E+001,  4.10699711616947027E+001,  3.03596246978912518E+002,  3.77510464558510450E-001,  1.48623869854808771E-001,  4.89597693526984528E+002
2513,  4.18833333333333329E+001,  3.05234049835232554E+002,  3.03145848607424114E+002,  3.10182042488540219E+002,  3.06620095265207340E+002,  1.18898534688118644E+002,  0.00000000000000000E+000,  7.97168216076324683E+001,  3.92039658285480925E+001,  3.03544457530451609E+002,  3.77123068911300541E-001,  1.48608975712096109E-001,  4.89109630937833913E+002
2514,  4.18999999999999986E+001,  3.05144964931725099E+002,  3.03064491776836860E+002,  3.10109678552269315E+002,  3.06534466782691709E+002,  1.18041431277922229E+002,  0.00000000000000000E+000,  8.07251243924552284E+001,  3.73383992195069183E+001,  3.03492505767717205E+002,  3.76733778268653452E-001,  1.48593761357129039E-001,  4.88620810250098998E+002
2515,  4.19166666666666643E+001,  3.05055765267421293E+002,  3.02982942204771803E+002,  3.10037036482242115E+002,  3.06448767394254503E+002,  1.17183943341486525E+002,  0.00000000000000000E+000,  8.17325693036366516E+001,  3.54733058858989381E+001,  3.03440392804408759E+002,  3.76342580233837376E-001,  1.48578215893115706E-001,  4.88131241736592187E+002
2516,  4.19333333333333300E+001,  3.04966453132527192E+002,  3.02901200719193980E+002,  3.09964119026997139E+002,  3.06362997596604430E+002,  1.16326094339789933E+002,  0.00000000000000000E+000,  8.27391451777440352E+001,  3.36087204565279905E+001,  3.03388119745015103E+002,  3.75949462041300253E-001,  1.48562327923147219E-001,  4.87640935597877274E+002
2517,  4.19500000000000028E+001,  3.04877030815621936E+002,  3.02819268145337389E+002,  3.09890928902619123E+002,  3.06277157893561196E+002,  1.15467907695262070E+002,  0.00000000000000000E+000,  8.37448407377116268E+001,  3.17446776352727760E+001,  3.03335687685198877E+002,  3.75554410548403883E-001,  1.48546085521166049E-001,  4.87149901963815353E+002
2518,  4.19666666666666686E+001,  3.04787500604053207E+002,  3.02737145305541162E+002,  3.09817468793810690E+002,  3.06191248796106549E+002,  1.14609406796630125E+002,  0.00000000000000000E+000,  8.47496445999888834E+001,  2.98812121987873631E+001,  3.03283097712164249E+002,  3.75157412226694575E-001,  1.48529476200878918E-001,  4.86658150895015297E+002
2519,  4.19833333333333343E+001,  3.04697864784324906E+002,  3.02654833019079945E+002,  3.09743741354925817E+002,  3.06105270822431294E+002,  1.13750615003673531E+002,  0.00000000000000000E+000,  8.57535452815179866E+001,  2.80183589942828846E+001,  3.03230350905012756E+002,  3.74758453152696680E-001,  1.48512486882456829E-001,  4.86165692384192482E+002
2520,  4.20000000000000000E+001,  3.04608125642480445E+002,  3.02572332101989844E+002,  3.09669749210965335E+002,  3.06019224497975756E+002,  1.12891555651923412E+002,  0.00000000000000000E+000,  8.67565312065491838E+001,  2.61561529374053734E+001,  3.03177448335083056E+002,  3.74357518998213734E-001,  1.48495103856832705E-001,  4.85672536357440549E+002
2521,  4.20166666666666657E+001,  3.04518285464479675E+002,  3.02489643366887492E+002,  3.09595494958536904E+002,  3.05933110355467193E+002,  1.12032252057284367E+002,  0.00000000000000000E+000,  8.77585907133101699E+001,  2.42946290101969105E+001,  3.03124391066279713E+002,  3.73954595020105307E-001,  1.48477312747385598E-001,  4.85178692675416471E+002
2522,  4.20333333333333314E+001,  3.04428346536572008E+002,  3.02406767622783946E+002,  3.09520981166780700E+002,  3.05846928934951109E+002,  1.11172727520616590E+002,  0.00000000000000000E+000,  8.87597120605384902E+001,  2.24338222591395429E+001,  3.03071180155387765E+002,  3.73549666049535267E-001,  1.48459098468794709E-001,  4.84684171134442181E+002
2523,  4.20499999999999972E+001,  3.04338550906642638E+002,  3.02323705674891642E+002,  3.09443380717278387E+002,  3.05766875166532600E+002,  1.10315895411080120E+002,  0.00000000000000000E+000,  8.97707838353846910E+001,  2.05657580115312761E+001,  3.03018211153935056E+002,  3.73142716480655057E-001,  1.48455291502027492E-001,  4.84193770045615054E+002
2524,  4.20666666666666700E+001,  3.04248828523451778E+002,  3.02240458324425390E+002,  3.09363625743771536E+002,  3.05690786610799364E+002,  1.09460907036611388E+002,  0.00000000000000000E+000,  9.07880018281268093E+001,  1.86933916256984354E+001,  3.02965299432906704E+002,  3.72735781721702131E-001,  1.48461135106060044E-001,  4.83705717611316686E+002
2525,  4.20833333333333357E+001,  3.04159009707963662E+002,  3.02157026368395748E+002,  3.09283513075627752E+002,  3.05614685414460553E+002,  1.08605712773396974E+002,  0.00000000000000000E+000,  9.18040811130917973E+001,  1.68219580205733301E+001,  3.02912197409024941E+002,  3.72327825012411906E-001,  1.48467157527991639E-001,  4.83216906637962893E+002
2526,  4.21000000000000014E+001,  3.04069083841662064E+002,  3.02073410599395970E+002,  3.09203052329086916E+002,  3.05538577688319492E+002,  1.07750180294919829E+002,  0.00000000000000000E+000,  9.28188748086297011E+001,  1.49514717265932937E+001,  3.02858926228184600E+002,  3.71917571407734127E-001,  1.48473365752462783E-001,  4.82727367530769982E+002
2527,  4.21166666666666671E+001,  3.03979055339490856E+002,  3.01989611805380889E+002,  3.09122248030874118E+002,  3.05462462964579117E+002,  1.06894358469859199E+002,  0.00000000000000000E+000,  9.38323984727967968E+001,  1.30819660632158818E+001,  3.02805485560567888E+002,  3.71505148562708776E-001,  1.48479767131812462E-001,  4.82237111901762148E+002
2528,  4.21333333333333329E+001,  3.03888926913197281E+002,  3.01905630769438005E+002,  3.09041105158724918E+002,  3.05386341508938017E+002,  1.06038275618519606E+002,  0.00000000000000000E+000,  9.48446489671765534E+001,  1.12134724944953330E+001,  3.02751877436696418E+002,  3.71090526346346650E-001,  1.48486369410555791E-001,  4.81746153213338630E+002
2529,  4.21499999999999986E+001,  3.03798701440813090E+002,  3.01821468269550564E+002,  3.08959628527431448E+002,  3.05310213504937792E+002,  1.05181962047636205E+002,  0.00000000000000000E+000,  9.58556247020388668E+001,  9.34602292256575851E+000,  3.02698103588596609E+002,  3.70673691340719924E-001,  1.48493180751842951E-001,  4.81254504483935193E+002
2530,  4.21666666666666643E+001,  3.03708381761849012E+002,  3.01737125078351880E+002,  3.08877822860832907E+002,  3.05234079144461305E+002,  1.04325447581732917E+002,  0.00000000000000000E+000,  9.68653234287392735E+001,  7.47964942617892614E+000,  3.02644165744628765E+002,  3.70254627553743498E-001,  1.48500209766090518E-001,  4.80762178548631084E+002
2531,  4.21833333333333300E+001,  3.03617970701206787E+002,  3.01652601962870335E+002,  3.08795692787975895E+002,  3.05157938618258015E+002,  1.03468761851441968E+002,  0.00000000000000000E+000,  9.78737425075800047E+001,  5.61438428120693889E+000,  3.02590065598503656E+002,  3.69833318538104638E-001,  1.48507465541992151E-001,  4.80269188037791480E+002
2532,  4.22000000000000028E+001,  3.03527471067865520E+002,  3.01567899684265285E+002,  3.08713242847456627E+002,  3.05081792117453290E+002,  1.02611934277753164E+002,  0.00000000000000000E+000,  9.88808789022223920E+001,  3.75025995049095862E+000,  3.02535804814113874E+002,  3.69409747143003064E-001,  1.48514957680150106E-001,  4.79775545386362580E+002
2533,  4.22166666666666686E+001,  3.03436885656306060E+002,  3.01483018997552733E+002,  3.08630477490701367E+002,  3.05005639833824944E+002,  1.01754994089269005E+002,  0.00000000000000000E+000,  9.98867292033471017E+001,  1.88730907741866827E+000,  3.02481385026367718E+002,  3.68983895525856476E-001,  1.48522696329580040E-001,  4.79281262839442832E+002
2534,  4.22333333333333343E+001,  3.03346217247599952E+002,  3.01397960651320773E+002,  3.08547401085209856E+002,  3.04929481960190913E+002,  1.00897970335415039E+002,  0.00000000000000000E+000,  1.00891289648375732E+002,  2.55644794334083728E-002,  3.02426807842404060E+002,  3.68555745134106549E-001,  1.48530692227387351E-001,  4.78786352457915882E+002
2535,  4.22500000000000000E+001,  3.03255468610504522E+002,  3.01312725387433431E+002,  3.08464017917654303E+002,  3.04853318690761682E+002,  1.00040891899724429E+002,  0.00000000000000000E+000,  1.01894556140896256E+002, -1.83494085811683560E+000,  3.02372074842710845E+002,  3.68125276688993697E-001,  1.48538956741939815E-001,  4.78290826123745433E+002
2536,  4.22666666666666657E+001,  3.03164642502528068E+002,  3.01227313940723889E+002,  3.08380332196853828E+002,  3.04777150221475324E+002,  9.91837875127638711E+001,  0.00000000000000000E+000,  1.02896524269463214E+002, -3.69417378783797012E+000,  3.02317187582201029E+002,  3.67692470167746532E-001,  1.48547501919894936E-001,  4.77794695544985757E+002
2537,  4.22833333333333314E+001,  3.03073741670972254E+002,  3.01141727038674787E+002,  3.08296348056626698E+002,  3.04700976750313203E+002,  9.83266857647854806E+001,  0.00000000000000000E+000,  1.03897189325826844E+002, -5.55210100588323385E+000,  3.02262147591243263E+002,  3.67257304784516958E-001,  1.48556340537501413E-001,  4.77297972260515735E+002
2538,  4.22999999999999972E+001,  3.02982768853952564E+002,  3.01055965401086098E+002,  3.08212069558528185E+002,  3.04624798477598119E+002,  9.74696151181121735E+001,  0.00000000000000000E+000,  1.04896546322658693E+002, -7.40868905726852756E+000,  3.02206956376649487E+002,  3.66819758969955834E-001,  1.48565486156622434E-001,  4.76800667644502596E+002
2539,  4.23166666666666700E+001,  3.02891726781400280E+002,  3.00970029739729569E+002,  3.08127500694476453E+002,  3.04548615606275575E+002,  9.66126039193012502E+001,  0.00000000000000000E+000,  1.05894590010758023E+002, -9.26390434093458026E+000,  3.02151615422621035E+002,  3.66379810349385049E-001,  1.48574953186003639E-001,  4.76302792910609412E+002
2540,  4.23333333333333357E+001,  3.02800618176046214E+002,  3.00883920757988903E+002,  3.08042645389273559E+002,  3.04472428342179001E+002,  9.57556804110919444E+001,  0.00000000000000000E+000,  1.06891314895821623E+002, -1.11177131145498098E+001,  3.02096126191655515E+002,  3.65937435719470128E-001,  1.48584756948366120E-001,  4.75804359115948671E+002
2541,  4.23500000000000014E+001,  3.02709445754390401E+002,  3.00797639150484827E+002,  3.07957507503024431E+002,  3.04396236894279014E+002,  9.48988727441778792E+001,  0.00000000000000000E+000,  1.07886715254775794E+002, -1.29700814990819122E+001,  3.02040490125415431E+002,  3.65492611023342906E-001,  1.48594913753980179E-001,  4.75305377164794777E+002
2542,  4.23666666666666671E+001,  3.02618212227657295E+002,  3.00711185602684850E+002,  3.07872090833459424E+002,  3.04320041474918753E+002,  9.40422089888116801E+001,  0.00000000000000000E+000,  1.08880785151718527E+002, -1.48209754831207690E+001,  3.01984708645561795E+002,  3.65045311324075139E-001,  1.48605440981459752E-001,  4.74805857812058775E+002
2543,  4.23833333333333329E+001,  3.02526920302741757E+002,  3.00624560790496218E+002,  3.07786399118164127E+002,  3.04243842300034942E+002,  9.31857171462933564E+001,  0.00000000000000000E+000,  1.09873518453503721E+002, -1.66703609269781978E+001,  3.01928783154552207E+002,  3.64595510776429210E-001,  1.48616357166624219E-001,  4.74305811666534169E+002
2544,  4.23999999999999986E+001,  3.02435572683144301E+002,  3.00537765379841005E+002,  3.07700436036720305E+002,  3.04167639589365308E+002,  9.23294251603328746E+001,  0.00000000000000000E+000,  1.10864908844978743E+002, -1.85182035665625122E+001,  3.01872715036405964E+002,  3.64143182596769366E-001,  1.48627682100376468E-001,  4.73805249193920247E+002
2545,  4.24166666666666643E+001,  3.02344172069900594E+002,  3.00450800026213585E+002,  3.07614205212762272E+002,  3.04091433566643843E+002,  9.14733609283419042E+001,  0.00000000000000000E+000,  1.11854949843937604E+002, -2.03644690170343026E+001,  3.01816505657438825E+002,  3.63688299031040607E-001,  1.48639436936687075E-001,  4.73304180719625663E+002
2546,  4.24333333333333300E+001,  3.02252721162506305E+002,  3.00363665374217248E+002,  3.07527710215951345E+002,  3.04015224459783383E+002,  9.06175523126719895E+001,  0.00000000000000000E+000,  1.12843634815798993E+002, -2.22091227762477423E+001,  3.01760156366965077E+002,  3.63230831320710823E-001,  1.48651644311923292E-001,  4.72802616431359013E+002
2547,  4.24500000000000028E+001,  3.02161222659838188E+002,  3.00276362057081485E+002,  3.07440954563873333E+002,  3.03939012501046989E+002,  8.97620271518050004E+001,  0.00000000000000000E+000,  1.13830956988038238E+002, -2.40521302279863285E+001,  3.01703668497972956E+002,  3.62770749666514181E-001,  1.48664328476933977E-001,  4.72300566381512454E+002
2548,  4.24666666666666686E+001,  3.02069679261075180E+002,  3.00188890696156250E+002,  3.07353941723861055E+002,  3.03862797927208476E+002,  8.89068132715471080E+001,  0.00000000000000000E+000,  1.14816909464408894E+002, -2.58934566449854699E+001,  3.01647043367771573E+002,  3.62308023189908679E-001,  1.48677515443517178E-001,  4.71798040489337723E+002
2549,  4.24833333333333343E+001,  3.01978093666622328E+002,  3.00101251900383659E+002,  3.07266675114745453E+002,  3.03786580979701682E+002,  8.80519384962539817E+001,  0.00000000000000000E+000,  1.15801485238989429E+002, -2.77330671917661640E+001,  3.01590282278610346E+002,  3.61842619892065898E-001,  1.48691233147123847E-001,  4.71295048542924292E+002
2550,  4.25000000000000000E+001,  3.01886468579036659E+002,  3.00013446265745017E+002,  3.07179158108538616E+002,  3.03710361904760418E+002,  8.71974306600810110E+001,  0.00000000000000000E+000,  1.16784677210076751E+002, -2.95709269272566644E+001,  3.01533386518274085E+002,  3.61374506610238178E-001,  1.48705511627941295E-001,  4.70791600200975154E+002
2551,  4.25166666666666657E+001,  3.01794793114406843E+002,  2.99925474374681357E+002,  3.07091555379603903E+002,  3.03633787040535367E+002,  8.63431538098452478E+001,  0.00000000000000000E+000,  1.17765862326351851E+002, -3.14065487787666484E+001,  3.01476334507199795E+002,  3.60903648971347468E-001,  1.48719072362454241E-001,  4.70287436028217144E+002
2552,  4.25333333333333314E+001,  3.01702781745657660E+002,  2.99837336795486863E+002,  3.07007289325220597E+002,  3.03549363562150745E+002,  8.54856614277089477E+001,  0.00000000000000000E+000,  1.18731999360622794E+002, -3.32303386819886626E+001,  3.01418646068517262E+002,  3.60429883849732846E-001,  1.48703572754341290E-001,  4.69776880728114463E+002
2553,  4.25499999999999972E+001,  3.01610724263697819E+002,  2.99749034081672448E+002,  3.06922882775395919E+002,  3.03464886395432188E+002,  8.46284418629406758E+001,  0.00000000000000000E+000,  1.19696639581257188E+002, -3.50523589025220019E+001,  3.01360883609833252E+002,  3.59950483665992915E-001,  1.48687407478890837E-001,  4.69265992366006458E+002
2554,  4.25666666666666700E+001,  3.01518653440412322E+002,  2.99660566771298249E+002,  3.06838326808496959E+002,  3.03380342624915613E+002,  8.37718853417261329E+001,  0.00000000000000000E+000,  1.20660097917434626E+002, -3.68725340716558563E+001,  3.01303004211626103E+002,  3.59468614248388385E-001,  1.48670535803529680E-001,  4.68754739988397603E+002
2555,  4.25833333333333357E+001,  3.01426568303665590E+002,  2.99571935386272628E+002,  3.06753623717579103E+002,  3.03295734144289099E+002,  8.29159753241375768E+001,  0.00000000000000000E+000,  1.21622323326367464E+002, -3.86908296888450565E+001,  3.01245013081998820E+002,  3.58983894503098644E-001,  1.48652913608359805E-001,  4.68243133481765767E+002
2556,  4.26000000000000014E+001,  3.01334471480557227E+002,  2.99483140431616221E+002,  3.06668774637278204E+002,  3.03211061294864862E+002,  8.20607386398362593E+001,  0.00000000000000000E+000,  1.22583303856241074E+002, -4.05072069676747404E+001,  3.01186910349443622E+002,  3.58496315821598632E-001,  1.48634493026686493E-001,  4.67731178417671288E+002
2557,  4.26166666666666671E+001,  3.01242365250552268E+002,  2.99394182394687618E+002,  3.06583780850284882E+002,  3.03126324594847631E+002,  8.12061979125946323E+001,  0.00000000000000000E+000,  1.23543023827571631E+002, -4.23216276006450443E+001,  3.01128696686392459E+002,  3.58005828947145166E-001,  1.48615222038780137E-001,  4.67218880816707667E+002
2558,  4.26333333333333329E+001,  3.01150251958443789E+002,  2.99305061744368970E+002,  3.06498643649434371E+002,  3.03041524558223557E+002,  8.03523765382434618E+001,  0.00000000000000000E+000,  1.24501468309984517E+002, -4.41340532571751751E+001,  3.01070372720828971E+002,  3.57512387195049963E-001,  1.48595044011611277E-001,  4.66706246645653607E+002
2559,  4.26499999999999986E+001,  3.01058133971726363E+002,  2.99215778930208785E+002,  3.06413364350825248E+002,  3.02956661713344261E+002,  7.94992981709364557E+001,  0.00000000000000000E+000,  1.25458622656452661E+002, -4.59444456316549008E+001,  3.01011939097161360E+002,  3.57015941833701500E-001,  1.48573897175987901E-001,  4.66193281864688402E+002
2560,  4.26666666666666643E+001,  3.00966013685554856E+002,  2.99126334381518575E+002,  3.06327944291245842E+002,  3.02871736600689644E+002,  7.86469867830256533E+001,  0.00000000000000000E+000,  1.26414472553914848E+002, -4.77527664341839895E+001,  3.00953396469398172E+002,  3.56516442472787465E-001,  1.48551714030931120E-001,  4.65679992417280914E+002
2561,  4.26833333333333300E+001,  3.00873893522822129E+002,  2.99036728506420388E+002,  3.06242384827293051E+002,  3.02786749772809515E+002,  7.77954666660830156E+001,  0.00000000000000000E+000,  1.27369004020976931E+002, -4.95589773872509056E+001,  3.00894745501391128E+002,  3.56013836921896976E-001,  1.48528420663198352E-001,  4.65166384226034381E+002
2562,  4.27000000000000028E+001,  3.00781775934815414E+002,  2.98946961690841022E+002,  3.06156687334370815E+002,  3.02701701794049313E+002,  7.69447624389138269E+001,  0.00000000000000000E+000,  1.28322203411980553E+002, -5.13630402217840683E+001,  3.00835986866366113E+002,  3.55508071097757172E-001,  1.48503935967504358E-001,  4.64652463187886838E+002
